"source_name","platform_product_name","normalized_name","source_name_en","gender_scope","style_no","brand_name","category_name","attributes"
무신사,젤-1130 - 화이트:클라우드 그레이 / 1201A256-118,젤-1130 - 화이트:클라우드 그레이 / 1201a256-118,GEL-1130 - WHITE/CLOUD GREY,"M,W","1201A256-118",누보텐,블레이저/슈트 재킷,"{""tags"": [""신발"", ""아식스젤1130"", ""운동화"", ""젤1130"", ""패션""], ""season"": null, ""season_year"": 0, ""source_attributes"": {}}"
무신사,젤-카야노 14 - 블랙:퓨어 실버 / 1201A019-006,젤-카야노 14 - 블랙:퓨어 실버 / 1201a019-006,GEL-KAYANO 14 - BLACK/PURE SILVER,"M,W","1201A019-006",누보텐,블레이저/슈트 재킷,"{""tags"": [""신발"", ""아식스젤카야노14"", ""운동화"", ""젤카야노"", ""젤카야노14"", ""패션""], ""season"": null, ""season_year"": 0, ""source_attributes"": {}}"
무신사,김보라x야세 데크 보드슈즈 블랙,김보라x야세 데크 보드슈즈 블랙,Kim Bora x Yase Deck Board Shoes Black,"M,W",CSS02BK,누벨르미에르,무스탕/퍼,"{""tags"": [""김보라"", ""남여공용"", ""스니커즈"", ""스케이트화"", ""스트릿"", ""운동화"", ""키높이신발""], ""season"": ""0"", ""season_year"": 0, ""source_attributes"": {""무게"": [""보통""], ""쿠션"": [""보통""], ""굽 높이"": [""높음""]}}"
무신사,슈퍼스타 스택 - 블랙:화이트 / KK2591,슈퍼스타 스택 - 블랙:화이트 / kk2591,SUPERSTAR STACK W   CBLACK/FTWWHT/CBLACK,W,KK2591,고저,블레이저/슈트 재킷,"{""tags"": [""무배당발"", ""슈퍼스타"", ""슈퍼스타스택"", ""스니커즈"", ""스택"", ""아디다스슈퍼스타""], ""season"": ""2"", ""season_year"": 2026, ""source_attributes"": {}}"
무신사,XT-위스퍼_L47762000,xt-위스퍼_l47762000,XT-위스퍼_L47762000,U,S260109SWP10,구름킴,블레이저/슈트 재킷,"{""tags"": [""XT-WHISPER"", ""XT-위스퍼"", ""남자스니커즈"", ""러닝화"", ""스니커즈"", ""여름신발"", ""여자스니커즈"", ""운동화"", ""캐리오버""], ""season"": null, ""season_year"": null, ""source_attributes"": {}}"
무신사,삼바 OG - 블랙:화이트 / B75807,삼바 og - 블랙:화이트 / b75807,SAMBA OG CBLACK/FTWWHT/GUM5,"M,W",B75807,고저,블레이저/슈트 재킷,"{""tags"": [""SPECIALDROP"", ""단화"", ""무배당발"", ""블랙"", ""삼바"", ""삼바OG"", ""스니커즈"", ""신발"", ""운동화"", ""클래식""], ""season"": ""0"", ""season_year"": 0, ""source_attributes"": {}}"
무신사,우먼즈 더블 니트 투 턱 와이드 라운지 스웨트 팬츠 [건메탈],우먼즈 더블 니트 투 턱 와이드 라운지 스웨트 팬츠 [건메탈],우먼즈 더블 니트 투 턱 와이드 라운지 스웨트 팬츠 [건메탈],W,MWBPK3Z02-GT,가까이 유니언즈,미니 스커트,"{""tags"": [""라운지웨어"", ""무탠다드우먼즈"", ""스웨트룩"", ""스웨트팬츠"", ""와이드팬츠"", ""캐주얼"", ""트레이닝바지""], ""season"": ""2"", ""season_year"": 2026, ""source_attributes"": {""핏"": [""오버 사이즈""], ""계절"": [""봄"", ""가을"", ""겨울""], ""두께"": [""보통""], ""비침"": [""없음""], ""촉감"": [""약간 부드러움""], ""신축성"": [""있음""]}}"
무신사,"1461 3홀 벡스 블랙 스무스 / 21084001","1461 3홀 벡스 블랙 스무스 / 21084001","1461 BEX BLACK SMOOTH","M,W","21084001",누아누,트렌치 코트,"{""tags"": [""1461"", ""3홀"", ""닥터마틴클래식"", ""더비슈즈"", ""레더"", ""무배당발"", ""벡스"", ""블랙""], ""season"": null, ""season_year"": 0, ""source_attributes"": {}}"
무신사,슈퍼스타 II -화이트:블랙 / IH8659,슈퍼스타 ii -화이트:블랙 / ih8659,SUPERSTAR II        FTWWHT/CBLACK/FTWWHT,W,IH8659,고저,블레이저/슈트 재킷,"{""tags"": [""무배당발"", ""슈퍼스타"", ""슈퍼스타2"", ""슈퍼스타II"", ""스니커즈"", ""아디다스2"", ""운동화""], ""season"": ""1"", ""season_year"": 0, ""source_attributes"": {}}"
무신사,XA 프로 3D_L41617400,xa 프로 3d_l41617400,XA 프로 3D_L41617400,U,S260109SXA41,구름킴,블레이저/슈트 재킷,"{""tags"": [""남자운동화"", ""살로몬신발"", ""스니커즈"", ""여름신발"", ""여자운동화"", ""운동화"", ""캐리오버""], ""season"": null, ""season_year"": null, ""source_attributes"": {}}"
무신사,Slouchy Long Boots_Washed Brown,slouchy long boots_washed brown,Slouchy Long Boots_Washed Brown,W,NT3BDFWBO051BR,누토프,아노락,"{""tags"": [], ""season"": ""2"", ""season_year"": 0, ""source_attributes"": {}}"
무신사,토쿠텐 1183C429_250,토쿠텐 1183c429_250,TOKUTEN,"M,W","1183C429_250",누스미크,숏/하프 코트,"{""tags"": [""TOKUTEN"", ""토쿠텐""], ""season"": null, ""season_year"": null, ""source_attributes"": {}}"
무신사,에어 맥스 모토 2K W - 그레이 포그:메탈릭 실버:화이트 / HQ2056-011,에어 맥스 모토 2k w - 그레이 포그:메탈릭 실버:화이트 / hq2056-011,W NIKE AIR MAX MOTO 2K - GREY FOG/WHITE-METALLIC SILVER,W,HQ2056-011,내셔널지오그래픽,블레이저/슈트 재킷,"{""tags"": [""나이키모토"", ""모토2K"", ""에어맥스"", ""에어맥스모토""], ""season"": null, ""season_year"": null, ""source_attributes"": {}}"
무신사,스피드캣 OG - 블랙:모브 미스트 / 398846-09,스피드캣 og - 블랙:모브 미스트 / 398846-09,Speedcat OG - PUMA BALCK-MAUVE MIST / 398846-09,"M,W","398846-09",누크피터,블레이저/슈트 재킷,"{""tags"": [""로우프로파일"", ""무배당발"", ""스피드캣"", ""신발"", ""패션"", ""푸마스피드캣""], ""season"": ""0"", ""season_year"": 0, ""source_attributes"": {}}"
무신사,에샤페 초코(FS261OD03X087219),에샤페 초코(fs261od03x087219),에샤페 초코(FS261OD03X087219),"M,W","1100FS261OD03X087219",너스,블레이저/슈트 재킷,"{""tags"": [""ECHAPPE"", ""ECHAPPELXSERIES"", ""데일리룩"", ""런닝화"", ""스니커즈"", ""여자신발"", ""운동화"", ""인기스니커즈컬렉션"", ""한소희"", ""휠라""], ""season"": null, ""season_year"": null, ""source_attributes"": {}}"
무신사,클래식 애니멀 발레 - 세피아/레오파드 / 212478-2LD,클래식 애니멀 발레 - 세피아/레오파드 / 212478-2ld,Classic Animal Ballet SLd - Sepia/Leopard,W,"212478-2LD",누스페이퍼,코치 재킷,"{""tags"": [""무배당발"", ""크록스메리제인"", ""크록스클래식"", ""크록스클래식발레"", ""클래식발레""], ""season"": ""1"", ""season_year"": 2026, ""source_attributes"": {}}"
무신사,아콘 스니커즈 412430006 (6cm/3colors),아콘 스니커즈 412430006 (6cm/3colors),Acon Sneakers 412430006 (6cm/2 colors),W,"5006554599",뉴욕웍스,블레이저/슈트 재킷,"{""tags"": [""스니커즈"", ""아콘시리즈""], ""season"": ""2"", ""season_year"": 0, ""source_attributes"": {}}"
무신사,삼바 제인 - 블랙:화이트 / KZ6690,삼바 제인 - 블랙:화이트 / kz6690,SAMBA JANE W CBLACK/FTWWHT/GUM5,"M,W",KZ6690,고저,블레이저/슈트 재킷,"{""tags"": [""메리제인"", ""무배당발"", ""무신사단독"", ""무신사에디션"", ""삼바"", ""삼바제인"", ""스니커즈"", ""아디다스삼바제인""], ""season"": ""2"", ""season_year"": 2026, ""source_attributes"": {}}"
무신사,오즈베누즈 JS2468,오즈베누즈 js2468,오즈베누즈 JS2468,W,JS2468,고저,블레이저/슈트 재킷,"{""tags"": [], ""season"": null, ""season_year"": null, ""source_attributes"": {}}"
무신사,이탈리아 70s - 다크브라운:블랙 / HQ9350,이탈리아 70s - 다크브라운:블랙 / hq9350,ITALIA  70s         DBROWN/CBLACK/CBLACK,"M,W",HQ9350,고저,블레이저/슈트 재킷,"{""tags"": [""SMU"", ""로우프로파일"", ""무배당발"", ""무신사단독"", ""스니커즈"", ""아디다스이탈리아"", ""운동화"", ""이탈리아""], ""season"": ""2"", ""season_year"": 2025, ""source_attributes"": {}}"
무신사,알파 커브드 붓컷 카고 팬츠 - 카키,알파 커브드 붓컷 카고 팬츠 - 카키,Alpha Curved Bootcut Cargo Pants - Khaki,"M,W",w-pts26-116,넌서치,롱/맥시 스커트,"{""tags"": [""부츠컷"", ""붓컷팬츠"", ""여름바지"", ""카고"", ""카고팬츠""], ""season"": null, ""season_year"": 0, ""source_attributes"": {}}"
무신사,재스퍼 여성 스니커즈 DARK EARTH/BIRCH,재스퍼 여성 스니커즈 dark earth/birch,[26FW][재스퍼] 브라운 여성 스니커즈,W,KNSO6F301W2,놈브레,블레이저/슈트 재킷,"{""tags"": [], ""season"": ""2"", ""season_year"": 2026, ""source_attributes"": {}}"
무신사,얼라인플러스 하이드로 블립온 라이트토프,얼라인플러스 하이드로 블립온 라이트토프,얼라인플러스 하이드로 블립온 라이트토프,"M,W","5015184433",논플로어,코치 재킷,"{""tags"": [""슬리퍼"", ""액트"", ""여름슈즈"", ""여름슬리퍼"", ""우포스/아식스/킨/플립플랍""], ""season"": ""0"", ""season_year"": 0, ""source_attributes"": {""무게"": [""가벼움""], ""쿠션"": [""보통""], ""굽 높이"": [""보통""]}}"
무신사,NBRJGF710F / 브리즈 / SD2203BR (BROWN),nbrjgf710f / 브리즈 / sd2203br (brown),NBRJGF710F / 브리즈 / SD2203BR (BROWN),W,NBRJGF710F_85,누누씨,코튼/치노 팬츠,"{""tags"": [""데일리"", ""메리제인"", ""모카무스"", ""브리즈데이"", ""샌들"", ""스니커즈"", ""앙코르데이"", ""여성"", ""우먼스"", ""캐주얼""], ""season"": ""0"", ""season_year"": 0, ""source_attributes"": {}}"
무신사,모션플렉스 옵시디언 블랙,모션플렉스 옵시디언 블랙,,"M,W",AKAOAUS01455,니드슬립,롱 코트,"{""tags"": [""고프코어"", ""모션플렉스"", ""스니커즈"", ""스니커즈추천"", ""신발"", ""신학기준비"", ""운동화"", ""운동화추천""], ""season"": null, ""season_year"": 0, ""source_attributes"": {""무게"": [""가벼움""], ""쿠션"": [""있음""], ""굽 높이"": [""보통""]}}"
무신사,리브레 CF(1073A073100) 인도어화,리브레 cf(1073a073100) 인도어화,리브레 CF(1073A073100) 인도어화,"M,W","1073A073100",누보텐,데님 팬츠,"{""tags"": [""배드민턴"", ""배드민턴화"", ""인도어"", ""체대입시"", ""테니스라인"", ""테니스컬렉션""], ""season"": ""1"", ""season_year"": 2024, ""source_attributes"": {}}"
무신사,[X gemgem paradis] IRA wedge heels,[x gemgem paradis] ira wedge heels,[X gemgem paradis] IRA wedge heels,W,BFIHCCOHL07,뉴발란스,블라우스,"{""tags"": [""뮬"", ""미들힐"", ""여성슈즈"", ""여자구두"", ""웨지힐"", ""힐""], ""season"": ""0"", ""season_year"": 0, ""source_attributes"": {""무게"": [""가벼움""], ""쿠션"": [""있음""], ""굽 높이"": [""보통""]}}"
무신사,NBPDGF736W / U7407BO (WHITE),nbpdgf736w / u7407bo (white),NBPDGF736W / U7407BO (WHITE),"M,W",NBPDGF736W_10,누누씨,블레이저/슈트 재킷,"{""tags"": [""740"", ""U740"", ""스니커즈"", ""운동화""], ""season"": ""0"", ""season_year"": 0, ""source_attributes"": {}}"
무신사,재스퍼 락 스니커즈 Birch Black,재스퍼 락 스니커즈 birch black,재스퍼 락 스니커즈 Birch Black,"M,W",KNSO6FMT5IV,놈브레,블레이저/슈트 재킷,"{""tags"": [""고프코어신발"", ""등산화"", ""킨스니커즈"", ""킨신발"", ""킨재스퍼"", ""트래킹화""], ""season"": ""2"", ""season_year"": 0, ""source_attributes"": {}}"
무신사,리니어 로고 후디 Melange,리니어 로고 후디 melange,,"M,W",JSFTK8A12LM,드니벨,블루종/MA-1,"{""tags"": [""로고후드티"", ""오버핏후드티"", ""집업후드"", ""후드집업"", ""후드티""], ""season"": null, ""season_year"": null, ""source_attributes"": {}}"
무신사,멕시코 66 1183A201_126,멕시코 66 1183a201_126,MEXICO 66,"M,W","1183A201_126",누스미크,블레이저/슈트 재킷,"{""tags"": [""1183A201"", ""MEXICO66"", ""멕시코66""], ""season"": ""2"", ""season_year"": 0, ""source_attributes"": {}}"
무신사,NBPFGF732K / MT410CK5 (2E) (BLACK),nbpfgf732k / mt410ck5 (2e) (black),NBPFGF732K / MT410CK5 (2E) (BLACK),"M,W",NBPFGF732K_19,누누씨,롱 코트,"{""tags"": [""410_480"", ""MT410"", ""데일리러닝화"", ""러닝화"", ""런닝화"", ""베스트스니커즈"", ""스니커즈"", ""스니커즈추천"", ""아웃도어"", ""워킹러닝""], ""season"": ""0"", ""season_year"": 2026, ""source_attributes"": {}}"
무신사,우먼즈 로 웨이스트 딥 턱 엑스트라 와이드 히든 밴딩 슬랙스 [다크 브라운],우먼즈 로 웨이스트 딥 턱 엑스트라 와이드 히든 밴딩 슬랙스 [다크 브라운],우먼즈 로 웨이스트 딥 턱 엑스트라 와이드 히든 밴딩 슬랙스 [다크 브라운],W,MWEPL0Z01-DR,가까이 유니언즈,미디 원피스,"{""tags"": [""밴딩슬랙스"", ""슬랙스"", ""여자슬랙스"", ""와이드슬랙스"", ""와이드팬츠"", ""하객룩""], ""season"": ""2"", ""season_year"": 2026, ""source_attributes"": {""핏"": [""오버 사이즈""], ""계절"": [""봄""], ""두께"": [""보통""], ""비침"": [""없음""], ""촉감"": [""보통""], ""신축성"": [""약간 있음""]}}"
무신사,멕시코 66 1183A201_127,멕시코 66 1183a201_127,MEXICO 66,"M,W","1183A201_127",누스미크,블레이저/슈트 재킷,"{""tags"": [""1183A201"", ""MEXICO66"", ""멕시코66""], ""season"": ""2"", ""season_year"": 0, ""source_attributes"": {}}"
무신사,[OOyea] 블랙 남여공용 슬라이드,[ooyea] 블랙 남여공용 슬라이드,[Ooyea] 블랙 남여공용 슬라이드,"M,W",UPSO6G700BK,누스,베스트,"{""tags"": [""OOFOS"", ""리커버리"", ""샌들"", ""슬리퍼"", ""우포스"", ""운동화"", ""쪼리"", ""플립플랍""], ""season"": ""1"", ""season_year"": 2026, ""source_attributes"": {}}"
무신사,"1461 3홀 빈티지브라운 / 11838201","1461 3홀 빈티지브라운 / 11838201","1461 3홀 빈티지브라운 / 11838201","M,W","11838201",누아누,트렌치 코트,"{""tags"": [""1461"", ""14613홀"", ""21F/W신상품"", ""닥터마틴클래식"", ""더비슈즈"", ""레더"", ""무배당발"", ""브라운""], ""season"": null, ""season_year"": 0, ""source_attributes"": {}}"
무신사,샥스 Z 칼리스트라 SP W - 화이트:블랙:메탈릭 실버:유니버시티 레드 / IW2346-160,샥스 z 칼리스트라 sp w - 화이트:블랙:메탈릭 실버:유니버시티 레드 / iw2346-160,W NIKE SHOX Z CALISTRA - WHITE/UNIV RED-BLACK-MTLC SILVER-WHITE-WHITE,W,IW2346-160,내셔널지오그래픽,블레이저/슈트 재킷,"{""tags"": [""메리제인"", ""발레코어"", ""샥스Z"", ""칼리스트라""], ""season"": null, ""season_year"": null, ""source_attributes"": {}}"
무신사,재스퍼 여성 스니커즈 HAIRY BLACK/BLACK,재스퍼 여성 스니커즈 hairy black/black,[26SS][재스퍼] 블랙 여성 스니커즈,W,KNSO6F301BK,놈브레,블레이저/슈트 재킷,"{""tags"": [""KEEN"", ""스니커즈"", ""아웃도어"", ""여성신발"", ""운동화"", ""재스퍼"", ""킨""], ""season"": ""0"", ""season_year"": 2026, ""source_attributes"": {}}"
무신사,캄 2.0 W - 블랙 / IB7561-001,캄 2.0 w - 블랙 / ib7561-001,W NIKE CALM SLIDE 2.0 - BLACK/BLACK-BLACK,W,IB7561-001,내셔널지오그래픽,베스트,"{""tags"": [""나이키슬리퍼"", ""나이키캄"", ""서머슬라이드"", ""슬리퍼"", ""캄슬라이드""], ""season"": null, ""season_year"": null, ""source_attributes"": {}}"
무신사,[SFTM 컬래버] 아디제로 EVO SL W - 도브그레이 / KJ0793,[sftm 컬래버] 아디제로 evo sl w - 도브그레이 / kj0793,Adizero EVO SL WOVE DOVGRY/GRETWO/GRESIX,W,KJ0793,고저,슬랙스,"{""tags"": [""SFTM"", ""러닝"", ""러닝화"", ""러닝화추천"", ""무배당발"", ""아디다스송포더뮤트"", ""아디제로EVOSL""], ""season"": ""2"", ""season_year"": 2026, ""source_attributes"": {}}"
무신사,T-Logo LT Hoodie Heather Grey,t-logo lt hoodie heather grey,T-Logo LT Hoodie Heather Grey,"M,W",TN261TSWHO01HGR,그루브스텝,블루종/MA-1,"{""tags"": [""남자후드티"", ""여자후드티"", ""후드티"", ""후드티셔츠"", ""후디""], ""season"": ""0"", ""season_year"": 2026, ""source_attributes"": {}}"
무신사,헬로키티 플랫폼 샌들,헬로키티 플랫폼 샌들,헬로키티 플랫폼 샌들,W,"5019414448",듑벨,코치 재킷,"{""tags"": [], ""season"": ""0"", ""season_year"": 2026, ""source_attributes"": {}}"
무신사,젤-1130 - 스모크 그레이:자바 / 1203A708-020,젤-1130 - 스모크 그레이:자바 / 1203a708-020,GEL-1130 MUSINSA EDITION - SMOKE GREY/JAVA / 1203A708-020,"M,W","1203A708-020",누보텐,블레이저/슈트 재킷,"{""tags"": [""무신사단독"", ""무신사에디션"", ""신발"", ""아식스젤1130"", ""운동화"", ""젤1130"", ""패션""], ""season"": null, ""season_year"": 0, ""source_attributes"": {}}"
무신사,NBPDGS113S / MR530GMT (SILVER),nbpdgs113s / mr530gmt (silver),NBPDGS113S / MR530GMT (SILVER),"M,W",NBPDGS113S_91,누누씨,블레이저/슈트 재킷,"{""tags"": [""530"", ""530데이"", ""5월의530"", ""데일리"", ""스니커즈"", ""스니커즈추천"", ""스테디신발"", ""신발"", ""운동화"", ""캐주얼""], ""season"": ""0"", ""season_year"": 0, ""source_attributes"": {}}"
무신사,샥스 Z 칼리스트라 W - 블랙 / IR5510-001,샥스 z 칼리스트라 w - 블랙 / ir5510-001,W NIKE SHOX Z CALISTRA - BLACK/BLACK-BLACK,W,IR5510-001,내셔널지오그래픽,블레이저/슈트 재킷,"{""tags"": [""메리제인"", ""샥스Z"", ""칼리스트라"", ""플랫슈즈""], ""season"": null, ""season_year"": null, ""source_attributes"": {}}"
무신사,NBPDGS102W / U740WM2 (WHITE),nbpdgs102w / u740wm2 (white),NBPDGS102W / U740WM2 (WHITE),"M,W",NBPDGS102W_10,누누씨,블레이저/슈트 재킷,"{""tags"": [""데일리"", ""베스트스니커즈"", ""스니커즈"", ""스니커즈추천"", ""스테디신발"", ""신발"", ""신상스니커즈"", ""운동화"", ""캐주얼"", ""클래식러닝""], ""season"": ""0"", ""season_year"": 0, ""source_attributes"": {}}"
무신사,젤 카야노 33 우먼 스탠다드 - 블랙:블랙 / 1012B939-001,젤 카야노 33 우먼 스탠다드 - 블랙:블랙 / 1012b939-001,GEL-KAYANO 33 WOMEN STANDARD - BLACK/BLACK / 1012B939-001,"M,W","1012B939-001",누보텐,슬랙스,"{""tags"": [""아식스260831발매"", ""아식스러닝화"", ""여성러닝화"", ""젤카야노"", ""젤카야노33""], ""season"": null, ""season_year"": null, ""source_attributes"": {}}"
무신사,에샤페 LX(FS261OD03X087662),에샤페 lx(fs261od03x087662),에샤페 LX(FS261OD03X087662),"M,W","1100FS261OD03X087662",너스,스웨트/조거 팬츠,"{""tags"": [""26FW"", ""ECHAPPELXSERIES"", ""남성스니커즈"", ""스니커즈"", ""스니커즈추천"", ""여성스니커즈""], ""season"": null, ""season_year"": null, ""source_attributes"": {}}"
무신사,탠 헬로키티 세트 BROWN,탠 헬로키티 세트 brown,탠 헬로키티 세트 BROWN,W,TATU261BSFF022TK,느쉐,가디건,"{""tags"": [""데일리슈즈"", ""쪼리"", ""키티"", ""탠키티"", ""토앤토X산리오캐릭터즈"", ""토앤토×산리오캐릭터즈"", ""토앤토탠키티"", ""토앤토헬로키티""], ""season"": ""0"", ""season_year"": 0, ""source_attributes"": {}}"
무신사,프릴 리본 발레리나,프릴 리본 발레리나,프릴 리본 발레리나,W,"11560750700",노페이머스,경량 패딩,"{""tags"": [""플랫슈즈""], ""season"": null, ""season_year"": null, ""source_attributes"": {}}"
무신사,가젤 인도어 - 블루:화이트 / HQ8717,가젤 인도어 - 블루:화이트 / hq8717,GAZELLE INDOOR W BLUFUS/FTWWHT/GOLDMT,W,HQ8717,고저,블레이저/슈트 재킷,"{""tags"": [""가젤"", ""가젤W"", ""가젤인도어"", ""무배당발"", ""스니커즈"", ""스웨이드""], ""season"": ""0"", ""season_year"": 0, ""source_attributes"": {}}"
무신사,로미타 플랫폼 스니커즈 OZPDGA102B,로미타 플랫폼 스니커즈 ozpdga102b,로미타 플랫폼 스니커즈 OZPDGA102B,W,OZPDGA102B,느와,블레이저/슈트 재킷,"{""tags"": [""데일리운동화"", ""로미타"", ""스니커즈"", ""여성스니커즈"", ""여자스니커즈"", ""여자신발"", ""운동화""], ""season"": ""1"", ""season_year"": 0, ""source_attributes"": {}}"
무신사,"1461 3홀 모노 블랙 / 14345001","1461 3홀 모노 블랙 / 14345001","1461 3홀 모노 블랙 / 14345001","M,W","14345001",누아누,트렌치 코트,"{""tags"": [""1461"", ""14613홀"", ""닥터마틴클래식"", ""더비슈즈"", ""레더"", ""무배당발"", ""블랙""], ""season"": null, ""season_year"": 0, ""source_attributes"": {""무게"": [""보통""], ""쿠션"": [""보통""], ""굽 높이"": [""보통""]}}"
무신사,벨라 미나 스웨이드 우먼 - 푸마 블랙 / 407671-04,벨라 미나 스웨이드 우먼 - 푸마 블랙 / 407671-04,Bella Mina Suede Wns - PUMA Black / 407671-04,W,"407671-04",누크피터,블레이저/슈트 재킷,"{""tags"": [""검정스니커즈"", ""메리제인스니커즈"", ""발레코어스니커즈"", ""벨라미나스웨이드"", ""블랙운동화"", ""스웨이드스니커즈"", ""여성로우탑"", ""푸마260813"", ""푸마벨라미나"", ""푸마여성화""], ""season"": ""2"", ""season_year"": 2026, ""source_attributes"": {}}"
무신사,어글리 대디 매쉬 운동화 (트리플 블랙),어글리 대디 매쉬 운동화 (트리플 블랙),,"M,W",RCDS20,뉴키치,플리스 재킷,"{""tags"": [""러닝화"", ""어글리"", ""어글리슈즈"", ""어글리스니커즈"", ""오즈위고"", ""운동화"", ""젠더리스""], ""season"": ""0"", ""season_year"": 0, ""source_attributes"": {}}"
무신사,올드스쿨 플랫폼 - 블랙:화이트 / VN0A3B3UY281,올드스쿨 플랫폼 - 블랙:화이트 / vn0a3b3uy281,Old Skool Platform - black/white,"M,W",VN0A3B3UY281,누브,숏/하프 코트,"{""tags"": [""시그니처아이템"", ""올드스쿨"", ""캔버스운동화"", ""플랫폼"", ""플랫폼스니커즈""], ""season"": null, ""season_year"": 0, ""source_attributes"": {""무게"": [""가벼움""], ""쿠션"": [""없음""], ""굽 높이"": [""낮음""]}}"
무신사,페가수스 42 W - 화이트:울프 그레이:쿨 그레이:메탈릭 실버 / IB1881-102,페가수스 42 w - 화이트:울프 그레이:쿨 그레이:메탈릭 실버 / ib1881-102,W AIR ZOOM PEGASUS 42 - WHITE/MTLC SILVER-WOLF GREY-COOL GREY,W,IB1881-102,내셔널지오그래픽,슬랙스,"{""tags"": [""나이키런닝"", ""나이키런닝화"", ""런닝"", ""런닝화"", ""페가수스"", ""페가수스42""], ""season"": null, ""season_year"": null, ""source_attributes"": {}}"
무신사,뉴 타비 발레리나 플랫 슈즈 - 블랙 / S58WZ0127P3753T8013,뉴 타비 발레리나 플랫 슈즈 - 블랙 / s58wz0127p3753t8013,뉴 타비 발레리나 플랫 슈즈 - 블랙 / S58WZ0127P3753T8013,W,S58WZ0127P3753T8013FW26,데이,경량 패딩,"{""tags"": [""무신사부티크"", ""타비슈즈""], ""season"": ""2"", ""season_year"": 2026, ""source_attributes"": {}}"
무신사,클래식 클로그 - 본 / 10001-2Y2,클래식 클로그 - 본 / 10001-2y2,Classic - Bone,"M,W","10001-2Y2",누스페이퍼,코치 재킷,"{""tags"": [""무배당발"", ""크록스추천"", ""크록스클래식"", ""클래식"", ""클래식클로그""], ""season"": ""2"", ""season_year"": 0, ""source_attributes"": {}}"
무신사,DANNY JEAN (BLACK),danny jean (black),DANNY JEAN (BLACK),M,D26F-DN08BK,구아브,긴소매 티셔츠,"{""tags"": [], ""season"": ""2"", ""season_year"": 2026, ""source_attributes"": {}}"
무신사,김보라x야세 데크 보드슈즈 카멜,김보라x야세 데크 보드슈즈 카멜,Kim Bora x Yase Deck Board Shoes Camel,"M,W",CSS02CM,누벨르미에르,무스탕/퍼,"{""tags"": [""김보라"", ""남여공용"", ""스니커즈"", ""스케이트화"", ""스트릿"", ""운동화"", ""키높이신발""], ""season"": ""0"", ""season_year"": 0, ""source_attributes"": {""무게"": [""보통""], ""쿠션"": [""보통""], ""굽 높이"": [""높음""]}}"
무신사,도쿄 - 더스키브론즈:클리어스카이 / IH3992,도쿄 - 더스키브론즈:클리어스카이 / ih3992,TOKYO W             DUBR/CLESKY/GUM3,"M,W",IH3992,고저,블레이저/슈트 재킷,"{""tags"": [""도쿄"", ""로우프로파일"", ""무배당발"", ""스니커즈"", ""아디다스도쿄""], ""season"": ""1"", ""season_year"": 2026, ""source_attributes"": {}}"
무신사,ZIPPER CURVED LINE FLATFORM BOOTS IN BLACK,zipper curved line flatform boots in black,ZIPPER CURVED LINE FLATFORM BOOTS IN BLACK,W,DMAW61SSB03,나이키,롱 패딩,"{""tags"": [""인플루언서PICK""], ""season"": ""1"", ""season_year"": 2026, ""source_attributes"": {}}"
무신사,[오헤시오 컬래버] 체크 프릴 블라우스 [네이비],[오헤시오 컬래버] 체크 프릴 블라우스 [네이비],[오헤시오 컬래버] 체크 프릴 블라우스 [네이비],W,MWFSL9D61-NA,가까이 유니언즈,데님 재킷,"{""tags"": [""블라우스"", ""오헤시오컬래버"", ""체크"", ""체크블라우스"", ""프릴"", ""프릴블라우스""], ""season"": ""2"", ""season_year"": 2026, ""source_attributes"": {""핏"": [""레귤러""], ""계절"": [""봄"", ""가을"", ""겨울""], ""두께"": [""보통""], ""비침"": [""거의 없음""], ""촉감"": [""약간 부드러움""], ""신축성"": [""없음""]}}"
무신사,(여성) 3아이 프리미엄 플랫폼 보트슈즈 - 버건디 / A2QDM-D57,(여성) 3아이 프리미엄 플랫폼 보트슈즈 - 버건디 / a2qdm-d57,TBL Premium Platform 3EyeBurgundy Full Grain,W,A2QDM-D57,댕글드랍,트레이닝 팬츠,"{""tags"": [""23F/W신상"", ""단화"", ""로퍼"", ""무료반품"", ""무배당발"", ""보트슈즈"", ""여성보트슈즈"", ""팀버랜드보트슈즈"", ""팀버랜드여성"", ""플랫폼""], ""season"": ""2"", ""season_year"": 0, ""source_attributes"": {}}"
무신사,[+5.5cm] DAILY DECK(p),[+5.5cm] daily deck(p),,M,BFPNKCBDB03,더 릴,트렌치 코트,"{""tags"": [""결혼식구두"", ""기본구두"", ""데일리룸"", ""보트슈즈"", ""콜라보"", ""키높이"", ""하객룩""], ""season"": ""2"", ""season_year"": 2026, ""source_attributes"": {}}"
무신사,SHOWER - 808 (a) / BLACK,shower - 808 (a) / black,SHOWER - 808 (a),M,KNCH808,댄크디어,트렌치 코트,"{""tags"": [""808"", ""더비"", ""빈티지소가죽"", ""샤워"", ""소가죽"", ""소가죽더비"", ""워싱더비""], ""season"": ""0"", ""season_year"": 0, ""source_attributes"": {}}"
무신사,남성 6인치 레이스업 베이직 부츠 위트브라운_TB1A27TP2311,남성 6인치 레이스업 베이직 부츠 위트브라운_tb1a27tp2311,남성 6인치 레이스업 베이직 부츠 위트브라운_TB1A27TP2311,"M,W",TB1A27TP2311,댕글드랍,롱 패딩,"{""tags"": [""6인치부츠"", ""팀버랜드위탁""], ""season"": null, ""season_year"": 0, ""source_attributes"": {}}"
